external_id,unique_id,expiry_days
21252720,S-RRTT5ADT2S,0
21252689,S-4ODVYELRRX,0
21252646,S-R3SEYOEN0H,0
21252472,S-IYRMTMDRCM,0
21252360,S-4RRRQR8PLR,0
21252334,S-RESDST1OMM,0
21252331,S-LTSAYDSMLO,0
21252326,S-EYTNEOS54P,0
21252318,S-DOMRSNYE7H,0
21252298,S-RDXELQOSDO,0
21252289,S-HSTYBA7GMB,0
21252262,S-NRDZDR3YQH,0
21252241,S-01LQPDE7P3,0
21252217,S-CTEPV7O3BE,0
21252200,S-DE0MMONSES,0
21252197,S-RRRYAATXP9,0
21252185,S-AO16BEY6P5,0
21252167,S-TRAHDAC3PR,0
21252160,S-9SGRTQSE2P,0
21252159,S-M4RRLRM0NR,0
21252155,S-M2ENHITEMY,0
21252150,S-TCTBRORMYH,0
21252149,S-DYSAIR89IZ,0
21252148,S-I3IXTRA8MR,0
21252145,S-CRBLDOIPOG,0
21252135,S-3RIRARRYQD,0
21252117,S-YR8SCRYT3R,0
21252116,S-AZNREG7NQA,0
21252107,S-3AERS9AD0R,0
21252106,S-SBRDAYTTLR,0
21252105,S-SNYTRSCLZP,0
21252101,S-DIEGORE3OV,0
21252093,S-7M66GNR4RS,0
21252090,S-PRSCSDCTS3,0
21252089,S-XH9RESOYAT,0
21252086,S-7LSTT2PTMS,0
21252073,S-6VRYXIEQ0Y,0
21252072,S-R8MYYTE9BD,0
21252071,S-SRRYE8RNR0,0
21252057,S-YRRRDDXD5R,0
21252053,S-AYRMBB2MTA,0
21252040,S-MSTOT3DMQB,0
21252008,S-Y3TMD4DRSP,0
21252004,S-ORTLYLXGG2,0
21252003,S-SDAEZL8Y1C,0
21252001,S-6HO4N49RYT,0
21251995,S-CRPLAHB4CB,0
21251994,S-0TYMR4OP6Q,0
21251988,S-0RQSRB9DVN,0
21251987,S-N93D1YMSDS,0
21251985,S-DR2RSL0EBS,0
21251964,S-RRMDBYRRPX,0
21251961,S-P1ST9LBZT7,0
21251959,S-23VTMSR2B5,0
21251955,S-PG9MZTTT92,0
21251949,S-B1B4RTYROT,0
21251947,S-PTTB1DAYLD,0
21251945,S-NACT23N88Z,0
21251932,S-TOTR5EBNHE,0
21251924,S-NSBRNSZYIM,0
21251901,S-6VMX5OSESR,0
21251863,S-N5MTE09TX2,0
21251854,S-2RNV79EPPR,0
21251849,S-M2ARAR5ARO,0
21251838,S-ZEZ4O9TLRG,0
21251818,S-DTPTQ13ORR,0
21251779,S-T2XRDTR8R0,0
21251768,S-TGR6ARPPS3,0
21251748,S-7RTYO4CYEM,0
21251569,S-87OTL8EY1N,0
21251559,S-XCPCSSP5SR,0
21251538,S-N9OBTTML19,0
21251528,S-95SDTD8ZVR,0
21251514,S-ROYRY9DNMR,0
21251502,S-RNCSTTC7YR,0
21251448,S-BB3Y6TRNO6,0
21251361,S-9H9ENOTYOB,0
21251353,S-GARNR1QIPP,0
21251345,S-1LDZNZBONQ,0
21251283,S-OYBIANNNBD,0
21251184,S-NN09DROYXT,0
21249848,S-M4YLL5TMD4,0
21249844,S-PMETTR7LRT,0
21249826,S-ABSCBOIVHP,0
21249802,S-TSB3GAYHRR,0
21249797,S-7YMOED4SXT,0
21249796,S-T0PBMCMSDN,0
21249794,S-OLDBTYANGO,0
21249784,S-Y2TMOO300M,0
21249774,S-MM7RDETRND,1
21249732,S-RRLAE8OOTM,1
21249687,S-4YDP2RYNYQ,0
21249639,S-O7CYABTOMO,0
21249624,S-H8TBSRMVOD,0
21249620,S-OA6YDSR8MM,0
21249613,S-L6N6OYNGEL,0
21249526,S-YDANCYEN4R,0
21249467,S-EHMLQB9LOT,0
21249440,S-L6BTSYISSR,0
21249410,S-5ABRVDMS89,0
21249393,S-S7ZN1TDTEP,0
21249369,S-HMEL8SDARE,0
21249210,S-LLLORTDQNS,0
21249185,S-PLMNL6BNRB,0
21249162,S-D3TYTNTRLY,0
21248974,S-MDR69ZNOSR,0
21248965,S-Y2PGB9RDPT,0
21248946,S-BAV2YL6NMT,0
21248943,S-APL6RQTRH7,0
21248835,S-RPNVBTYQQT,0
21248789,S-YER9NY7HOB,0
21248335,S-D7PDOGBBSR,1
21248334,S-QEPNEDTOTS,1
21248333,S-A9ANOERNDT,0
21248246,S-E1YDODMRBT,0
21245605,S-DVG8RRAHYT,0
21245595,S-T8OTBTP7OY,0
21245339,S-ASREERCOT7,0
21245324,S-YRR9TVTBPH,0
21245314,S-TLONNQBHOR,0
21245312,S-2NBLRCA3AX,0
21245309,S-0ORGMLRBDR,0
21245300,S-TID9RSNDRV,0
21245291,S-RTLOQNTHTL,0
21245285,S-CN7NEXEARB,0
21245274,S-DMESOT9SCO,0
21245266,S-TYRPBZDPRT,0
21245230,S-NAN3NTNTRO,0
21245226,S-DALRRR1DTY,0
21245215,S-DDRR2PARPS,0
21245019,S-DSR3YLYNSP,0
21245005,S-BHSRS45STY,0
21245004,S-RLBZTDLRRB,0
21244972,S-ERHMEDNO9R,0
21244962,S-NINDTNSDDB,0
21244953,S-P1T37MOSYM,0
21244951,S-Y0PEORAHYP,0
21244948,S-RPYYOTYPTH,0
21244936,S-RNYEHRR4RP,0
21244933,S-3NZCYM8ETL,0
21244830,S-TRBX5DRD0Y,0
21244820,S-OS1I7NPY0H,0
21244808,S-7MNRBMO8D0,0
21244804,S-RBM6QAPDTO,0
21244803,S-O9ODMARARE,0
21244800,S-RROB1TSB3D,0
21244775,S-LBCDAAX9AD,0
21244773,S-IOLY8871AE,0
21244772,S-RR4G5OGOXL,0
21244769,S-CDAD4PSH7S,0
21244755,S-RDRATMR7DH,0
21244744,S-HDNRR4AMIR,0
21244712,S-XETYOBT1NE,0
21244705,S-ROILAYYR8R,0
21244693,S-DNYRRSPROT,0
21244692,S-AYEOS14SNB,0
21244691,S-O8A9OAR89Z,0
21244689,S-OTARC1T3RT,0
21244676,S-SQYDCS0D1O,0
21244675,S-76LTMRCSYO,0
21244667,S-XDZEB62HBY,0
21244654,S-NSESODMPOB,0
21244627,S-TSYHTORPSS,0
21244624,S-OCON6CDZD2,0
21244619,S-OLEB7SNRT9,0
21244618,S-A7TLXYB5QN,0
21244615,S-DBADDLRVSQ,0
21244607,S-EAONA1RLTT,0
21244597,S-CTRQBC4I1E,0
21244546,S-IILA5DTAIQ,0
21244528,S-2YR77BRTRH,0
21244459,S-0OSGOBRS2A,14
21244448,S-R3QOAMESYC,14
21244442,S-YQ7SYTRD88,14
21244439,S-BDYYGEOTOR,14
21243985,S-QNSMNYYZZ3,0
21243697,S-32OTMRIRSM,0
21243695,S-7ONGSOTXRO,0
21243660,S-SDTRSTQNYA,1
21243037,S-TYVYRRYL3T,0
21243028,S-MLDOATNPYE,0
21243022,S-EDB1LANRRB,0
21243019,S-YRRDRTHNVB,0
21243004,S-3OCBARRRMB,0
21242999,S-ETA7EGASXS,0
21242832,S-YDNOLRLL2R,14
21242774,S-4MQ5MM2T4L,14
21242736,S-R6AOMR0HHO,14
21242683,S-DO2BQ1MYOR,14
21242448,S-MYSN3TT8E7,0
21242385,S-DO6TPH3OQT,0
21242381,S-NYR5P5EY7Q,0
21242376,S-PBQRNDN0IN,0
21242370,S-YTRGOITRDS,0
21242363,S-RBNZAYOY0B,0
21242195,S-RSNDRZRSZO,0
21242099,S-Y1COCRBMYD,0
21242083,S-5SDMAITDAP,0
21241971,S-YD5T9RR6RG,0
21241467,S-HNSBRRSVRC,0
21241447,S-PACNI51BRY,0
21241419,S-8STLNSYSN4,0
21241378,S-OAMRRCIIRD,0
21240475,S-PESVCPAABY,0
21239911,S-8EYQG5ALTB,14
21239648,S-PY5ATVM9RS,0
21238162,S-RM2MYY8Y6G,0
21238161,S-3NROREBEPO,0
21238159,S-IYLB26SETO,0
21238157,S-TPYV2OXDLL,0
21238154,S-Y4ADDY5QLE,0
21238136,S-AMTBTARMAE,0
21238135,S-EZCOTD1PRM,0
21238130,S-YR7ROYMM1T,0
21238109,S-R6ROPY9V4N,0
21238107,S-TL5RADXIPE,0
21238102,S-0DDNTRRTRY,0
21238096,S-CSTA7RYASB,0
21238022,S-QS1Q8SD2V5,0
21238016,S-TNCSSRPSDE,0
21238010,S-RQC0CHNBOR,0
21238009,S-Y5STBB5M6P,0
21238004,S-X5I87G3YCD,0
21237993,S-DNYQBO9RB1,0
21237990,S-90C8ASHSEH,0
21237976,S-SSDT4T1RNN,0
21237975,S-R75YDEARM0,0
21237968,S-M1ROMDLPRS,0
21237954,S-EOHZT76IGM,0
21237952,S-34TSECEHTB,0
21237951,S-EYPCRRSABY,0
21237943,S-YRNN2NRETD,0
21236460,S-EYPYRGMOZY,0
21236402,S-ZSONRREA0S,0
21236392,S-TDIMGPO92O,0
21236194,S-L6PB9PSOSB,0
21236137,S-2DDYLEOMET,0
21235831,S-ODOI5LEYMI,0
21235701,S-RPRMBRT8L5,0
21235362,S-D2OMNLT4DY,0
21235270,S-LOYP5REENP,0
21235262,S-MTSZEABMRS,0
21235257,S-TOPABDHADM,0
21234903,S-MXCYTRGRV7,0
21234894,S-O0RBBTZRMR,0
21234880,S-ESRT30MM7T,0
21234873,S-D2OAARDZO4,0
21234861,S-O9VTP0RTSM,0
21234847,S-TLCLOB1SEH,0
21234829,S-R1BRT4NYSS,0
21234820,S-IYTYTOXEMT,0
21234805,S-INMMYNBPPA,0
21234802,S-TMV7GP6RCA,0
21234794,S-6BVB600LI7,0
21234757,S-REA29A8IRA,0
21234755,S-CBROYE2LCR,0
21234747,S-4IALMCTZMX,0
21234682,S-NDQBEERSCY,0
21234672,S-SSEBRMRTO5,0
21234650,S-YC4BDD3ZED,0
21234644,S-DRHEGSNEGC,0
21234636,S-RYAQRRDERC,0
21234618,S-RNSDMYELPE,0
21234601,S-BASDORTRCL,0
21234586,S-LMBDB7YDYV,0
21234579,S-ODOELCDRTG,0
21234559,S-ATHC0OTLOR,0
21234555,S-ETC29ZDMTO,0
21234507,S-VSRN3D0EYQ,0
21234499,S-CT102BDL5X,1
21234485,S-4OLNBRDTQR,0
21234436,S-M5XTPS7MMM,0
21234435,S-TITPOQDP9C,0
21234434,S-RL1TRTR8IA,0
21234426,S-ROTLVYDTPN,0
21234425,S-X9OQR9YP3V,1
21234422,S-I25SRRQREA,0
21234420,S-TOYTLRORVD,0
21234418,S-STDRAM2SET,0
21234384,S-DMR4R7XLMO,1
21234383,S-SLO9NYEA69,0
21234348,S-DI9EOOSRTR,0
21234237,S-3A8SZECIRE,0
21234228,S-6EAEDY0CEB,0
21234205,S-RMO02PYRY2,0
21234179,S-RTVQDDY3EO,0
21234178,S-G0DE5YRD1M,0
21234160,S-BRZBDDXPV4,0
21234156,S-BTBRAS2ABS,0
21234153,S-RRNGHH3EHR,0
21234151,S-PHASDZRC0R,0
21234144,S-SG3YD7HMBN,0
21234139,S-XNSY89LOTN,0
21234125,S-R9CBABAYVS,0
21234123,S-NL8NS52YDZ,0
21234106,S-OYSSDLL4ER,0
21234072,S-AORRT7AYX3,0
21234040,S-OMOBRPOIRO,0
21234036,S-RLXDRPRTMH,0
21233993,S-3TOG9RMYO5,0
21233973,S-DBROPNNQBM,0
21233964,S-T5BT9S7NMT,0
21233956,S-RYTD2EAYYM,0
21233948,S-R50ODESDCT,0
21233850,S-AYR9GESDSB,0
21233844,S-PBSSRDNEYO,0
21233842,S-PCEBNYTTN4,0
21233809,S-ORAOT9ROP1,0
21233804,S-VS0P9NB4AB,0
21233624,S-BHTZNQROSD,0
21233601,S-TQYORODY7C,0
21233599,S-TYDBM0O4IB,0
21233591,S-STBNBPRST4,0
21233590,S-RORO5STSTA,0
21233580,S-P3IST6OQRS,0
21233579,S-OEDQY1SQYO,0
21233559,S-BDRT31LTTP,0
21233537,S-D9AE3O12BB,0
21233533,S-ZL3PMRTRTM,0
21233523,S-DBRYREB1BI,0
21233522,S-TTANSPOMBS,0
21233518,S-Y5OHOEOLRB,0
21233512,S-ACINTARMSH,0
21233511,S-E5M8SB9RRO,0
21233505,S-ML7S3POBSY,0
21233497,S-BN1AEORTEV,0
21233495,S-SDPTDNDTRD,0
21233494,S-EPRATRDQOT,0
21233490,S-TQDERBSDON,0
21233481,S-TXAALORETO,0
21233462,S-N0YSRR0HTH,0
21233459,S-AH1HV5AOE9,0
21233418,S-GTEPATOSMO,0
21233413,S-T2EYT6YSY4,0
21233334,S-M8ORT9R6X0,0
21233322,S-DPSR7R8MIS,0
22093842,S-RNRIOONYEE,0
21233316,S-52BBS2P5OL,0
21233315,S-OA05RORQ3O,0
21233292,S-1M55OYEQAS,0
21233290,S-EQ0RMDYEAC,0
21233281,S-6ELGLYV0DX,0
21233276,S-RNNOBERNSB,0
21233266,S-OINYSLIYCG,0
21233262,S-TPRD3MRXYG,0
21233260,S-YRROL5RNTM,0
21233256,S-S5DDGT5TPV,0
21233251,S-79DCSPRTSI,0
21233236,S-S3RD4O293A,0
21233222,S-TRR8TNOCYM,0
21233220,S-MN3A5Y9ETS,0
21233196,S-BRORAR76LA,0
21233194,S-S0CLBCCRRA,0
21233188,S-ZPS2RXLOXT,0
21233187,S-1DDOOAZMOY,0
21233117,S-RCOVOZZB7S,0
21233093,S-NMRBISM7RE,0
21233082,S-DSSHAZYRER,0
21233061,S-SRSM8NT1YD,0
21233057,S-SARNS4RDHO,0
21233043,S-BREBEO3EY9,0
21233041,S-IMA1ELASVM,0
21233024,S-TDPGR23S7C,0
21232771,S-SYODRR7YRO,0
21232768,S-NHIRRMR8Z1,0
21232767,S-1Y6OPVX3H6,0
21232752,S-DRCZBRR0QP,0
21232730,S-8T2NAOS8XT,0
21232726,S-15RSSY0M8G,0
21232723,S-YYYIT1Y6D6,0
21232696,S-NS1SOSSONB,0
21232687,S-BDM3LY0TC1,0
21232685,S-MA6ELSOC90,0
21232679,S-DCR0NHBPOR,0
21232657,S-DSBABOCRRN,0
21232656,S-ZSVRORRL0N,0
21232653,S-TL3ZVDHNYB,0
21232650,S-EEDD8YYMIT,0
21232648,S-2OLQBHYDO4,0
21232644,S-XITYTLRCR6,0
21232628,S-LQYTR7TYXY,0
21232605,S-CRDNDX7CSM,0
21232600,S-1SR1BQYNAL,0
21232597,S-8NSYRRRPBG,0
21232596,S-SE6LBLDDB5,0
21232590,S-N2BRABIYRL,0
21232563,S-GMAR9BRTBR,0
21232539,S-5RZMYRYRS3,0
21232510,S-RNIL41CVEV,0
21232456,S-A2ZYSL1BEC,0
21232451,S-XABMELRTGE,0
21232427,S-LNS8S7LYRC,0
21232423,S-MTTASRXDZ5,0
21232390,S-RO2AZEQIRR,0
21232353,S-COT7S6CTDS,0
21232338,S-1ZNM0MXBCQ,0
21232335,S-43EB6SS5ER,0
21232331,S-QOYVHTTS8O,0
21232324,S-2XTOSY9XS7,0
21232289,S-6B9NM22TRD,0
21232282,S-YR4TBYATAO,0
21232061,S-Q6ACP6E2OO,0
21231358,S-9STZYPTND5,0
21230892,S-8RMROZBYYC,0
21230389,S-RVT3A5MRAZ,0
21230201,S-MQRHXSEB38,0
21230178,S-24SDOGR8ER,0
21230174,S-LTEYBDV1RP,0
21230145,S-MTSGNMRDYR,0
21230143,S-MOLCOSRORR,0
21230136,S-2SE3E613RA,0
21230130,S-ZDTNLESROE,0
21230120,S-ESRC7SQDBA,0
21230107,S-NROOTRYRR9,0
21230104,S-MTO8DBRIYM,0
21230088,S-MORCNYRSRS,0
21230060,S-4LXOSENRE6,0
21230057,S-2Y0OBMERRS,0
21230047,S-EDRE0PSLRT,0
21230039,S-ZRBTOOQTRR,0
21230033,S-EZMBSRDDRR,0
21230016,S-OH5ER2AITR,0
21230015,S-MPETAMOPAR,0
21229997,S-BRYVTCA8OM,0
21229994,S-YS9XXAMOS8,0
21229992,S-CPZMRSRX1R,0
21229982,S-R8XRRCETYH,0
21227149,S-LTDNBQOH29,0
21227148,S-MRCOTMTSRY,0
21227143,S-ITNSDA4TD8,0
21227142,S-P7DT01YNOQ,0
21227141,S-SOSHEYLGD7,0
21227110,S-TQROO9L6PR,0
21227106,S-T7INOCELAR,0
21227105,S-3NORN8BBSA,0
21227103,S-NBY8SEPCLE,0
21227090,S-MRNR5ADB3Y,0
21227089,S-DSPDO527T5,0
21227088,S-TBDPLBP5BO,0
21227086,S-R0D9OYLPDH,0
21227084,S-ZSEOMRA6TL,0
21227082,S-TSMCCQRY6R,0
21227075,S-NP1SGAOARC,0
21227074,S-3ZOR80YBMA,0
21227073,S-TD0EZD0OYD,0
21227072,S-IRZGQIRARD,0
21227045,S-OPMNPOSMH6,0
21227044,S-R4RDRLNTYA,0
21227032,S-0RMRNBOT1S,0
21227031,S-6ONPSABXAD,0
21227030,S-TE1TS0IDRT,0
21227026,S-OQORINZXRE,0
21226983,S-ATOLNETIAR,0
21226982,S-I8BAEBTLDE,0
21226981,S-XY7DOYOCBS,0
21226930,S-RMYTPMSRRO,0
21226918,S-CQ0AT5TBYS,0
21226917,S-OSD6OSSY9Y,0
21226916,S-DMMLOSDER6,0
21226907,S-ATOCSYDDTS,0
21226874,S-DP9NRMVRCE,0
21226873,S-RSXTBSORBY,0
21226872,S-M21SDTADSL,0
21226871,S-RTARORRMRM,0
21226870,S-71OARTTIYD,0
21226858,S-QCLDYOSTAS,0
21226857,S-OLDRVNDNYR,0
21226855,S-TPPSN5RTYR,0
21226846,S-BP5TMMD9R5,0
21226845,S-CEN45PYC1R,0
21226844,S-EZ5IN1RBVC,0
21226843,S-NRM4M7IQTN,0
21226842,S-OCYDLO3CQR,0
21226841,S-SMRABEDEX1,0
21226840,S-SY2RPOYVTZ,0
21226828,S-MRGS7MDIEE,0
21226827,S-AMNTNBV0O5,0
21226825,S-ATTTACAYDB,0
21226824,S-ECXXGS3AM8,0
21226813,S-V9YBN5GRYL,0
21226812,S-OEHLRRRMNP,0
21226809,S-XD942BBORM,0
21226808,S-RRDSNCERDD,0
21226801,S-YTY7BTTENT,0
21226799,S-MTMEY3E6RA,0
21226798,S-O45NX1QHOS,0
21226797,S-DDTCEP1OEG,0
21226796,S-TOZ5CR1SP2,0
21226774,S-DPMTYLVBNT,0
21226773,S-BOBA12LSTY,0
21226770,S-R1TSTERMET,0
21226769,S-TM67EVALTN,0
21226768,S-TR87N699C2,0
21226767,S-NVSRTRLDBT,0
21226765,S-TPSI4RANTA,0
21226756,S-MER9S8DO9R,0
21226755,S-SEZ2DERTYO,0
21226754,S-ZRACT2AM1H,0
21226753,S-YPTSNPCADP,0
21226752,S-35DN8PSSLR,0
21226745,S-BCS9CLMCMR,0
21226741,S-I9CQSONAR1,0
21226740,S-NECH83HOOD,0
21226737,S-MSASYYM3C1,0
21226736,S-HBNRE2EO4L,0
21226735,S-NIPRNRSY3R,0
21226734,S-PLBGBATL2E,0
21226733,S-LTR3NIAYRY,0
21226729,S-ZOZARPNDVE,0
21226728,S-02ER0ZDQOP,0
21226727,S-EPBANLDAS0,0
21226725,S-MOYEGRDRTR,0
21226724,S-PCENNNBMQZ,0
21226667,S-YMTESNRQOM,0
21226665,S-SDNITRPD7Y,0
21226650,S-RYDTADPNBT,0
21226649,S-BPORSMBM9E,0
21226648,S-T5OMOPA1ZH,0
21226647,S-GNORTBXDSS,0
21226645,S-TRXYDDCZXE,0
21226633,S-NOBRLTERSH,0
21226621,S-GORRZ6PNLE,0
21226620,S-C5B3OH0NYA,0
21226619,S-HYRNPS24SO,0
21226618,S-RRAS6RPEOB,0
21226617,S-MRTNMDRALN,0
21226615,S-ORVRRYORE3,0
21226608,S-0RSM6C8RZO,0
21226607,S-IOAPOXANXR,0
21226606,S-7EZNM5CRAS,0
21226605,S-CB6C0REDAM,0
21226604,S-NGLASYET5P,0
21226603,S-N0N1OALDTI,0
21226600,S-MNRPRETGAC,0
21226598,S-3E525MREDT,0
21226587,S-VLYORSS017,0
21226586,S-BRRDA5SRBH,0
21226585,S-EDTAREAA3Z,0
21226584,S-YD9TYE4D3B,0
21226583,S-YAAANLDDLY,0
21226581,S-TQDRLTARLN,0
21226579,S-NBM6ODSTS8,0
21226574,S-R7RRDORTRM,0
21226571,S-M3YARVDBRG,0
21226570,S-5DRIOYILRI,0
21226569,S-HOETRBE2T2,0
21226568,S-OICDARORH5,0
21226567,S-QRONISMZRR,0
21226566,S-PYDPOYY2DR,0
21226565,S-MEDE952NOT,0
21226562,S-YREY94YRPR,0
21226561,S-DQDOAEEIDR,0
21226560,S-0TPSGD4BA2,0
21226559,S-4MMTXE9TDS,0
21226558,S-AQRROR5TSM,0
21226556,S-NTDYPSNOZP,0
21226555,S-YETRRNRSYQ,0
21226552,S-ECCY4DCGRD,0
21226551,S-ROTYOB4PLS,0
21226550,S-MX5MPRDARV,0
21226544,S-D3TRE1S6TB,0
21226543,S-YRR2CTMTDC,0
21226542,S-RTIYTSLYNS,0
21226541,S-HDYTDTSB0D,0
21226526,S-3DP9YOROCZ,0
21226524,S-YVONBAB0AT,0
21226523,S-MEENROMYVE,0
21226522,S-5YYZYMRBYT,0
21226521,S-PMLRAO1ZZR,0
21226509,S-RXPGYPASPD,0
21226497,S-2ERTM1B0QD,0
21226496,S-CARQOXYLLA,0
21226494,S-TXCQ2PRRRD,0
21226482,S-BT4ESTDYHY,0
21226480,S-RT7RR7E8AD,0
21226479,S-G6ESZTRORY,0
21226478,S-BELYBE8RTB,0
21226477,S-N85RYROOHO,0
21226476,S-NTDRPD4ALM,0
21226475,S-YCXTAERL2Y,0
21226474,S-DASNRMRR2L,0
21226473,S-RO0E9DRLE3,0
21226472,S-EA8OOMOS5T,0
21226448,S-YSNXDD4TRA,0
21226447,S-AOAACCROIM,0
21226446,S-PHCMDOCSTS,0
21226444,S-AMRN2DRTBD,0
21226443,S-BPRSEYC4AA,0
21226442,S-4C6EOORDP5,0
21226441,S-PEOSYDBCRL,0
21226438,S-Q8OZTERYBT,0
21226437,S-MMROODRART,0
21226420,S-DITP4B0CAY,0
21226419,S-ODBGB9CVDY,0
21226408,S-R2CET3T9CS,0
21226405,S-SMOGTORDSD,0
21226404,S-66PSBTSIA9,0
21226403,S-DROS6AS4OD,0
21226402,S-LOOASDA4TE,0
21226401,S-2NP3ROOSHG,0
21226400,S-MDBBV2LDNN,0
21226399,S-T2DNRCCYSS,0
21226397,S-E3OMAAT89N,0
21226396,S-Y7GXRROYAO,0
21226395,S-RDNN7SSTYS,0
21226388,S-CXT4TOT9QB,0
21226385,S-CN7V0SOLRM,0
21226382,S-PYO2BO9HEG,0
21226380,S-OTERYZ7DMY,0
21226351,S-924DATPOEB,0
21226347,S-5CAXDBST7O,1
21226346,S-OBOOBSNQDS,0
21226345,S-ZDRIOS5QRC,0
21226344,S-DRBPTE0TR1,1
21226343,S-8BPANRMMEB,0
21226342,S-R61S9ARPNV,1
21226341,S-C8BMZ85ROC,0
21226340,S-RD8PTCX0HT,0
21226323,S-GRPTDRQS1R,0
21226288,S-BPNDQACD8O,0
21226274,S-1IM8SZ4OS9,0
21226262,S-SG1SNBO6PB,0
21226260,S-EYSOS8OGLD,0
21226244,S-CDDXYYVA5C,0
21226238,S-VDCQPRD3PE,0
21226229,S-DY6RSYCQVY,0
21226225,S-RMBTXEYDDO,0
21226210,S-DBGYM5MTD0,0
21226198,S-HDG43MTVRM,0
21226193,S-MPTES1IITB,0
21226186,S-AADO9EADTA,0
21226178,S-R2QMENRA1M,0
21226175,S-BGYVD7RCPT,0
21226171,S-Z3TZNHNX47,0
21226161,S-NYSZTOLGLE,0
21226150,S-LBT7YSAGXS,0
21226139,S-NYTTYEY5I8,0
21226073,S-CAODRCSYST,14
21226063,S-E2STT01SDA,14
21226053,S-8NCTDODCTL,0
21226036,S-0RBNMLB4XL,14
21226032,S-RRO8O3TAND,0
21226024,S-05BDETHDNT,0
21226018,S-CXCBA2P7LS,0
21226017,S-DOAREPSSRX,14
21226013,S-TC1VH8TLRS,0
21226004,S-PHMS26SPTL,0
21226003,S-BAR3TTYS6E,14
21226002,S-GOAXOQRO8N,0
21226001,S-7L0A18N4TB,0
21226000,S-5BA9PR2EER,14
21225999,S-XEA7LRORXC,0
21225988,S-O8NPPYTYDC,0
21225987,S-TTGS3X22SO,14
21225975,S-SRREASOYDL,0
21225973,S-NMB5HR82LN,14
21225972,S-BYCBPTROOT,0
21225959,S-HSMRBDTTGY,14
21225853,S-BTR3GTXETE,0
21225848,S-GM77OAOORT,0
21225843,S-PAMOOR7E49,0
21225829,S-R1LTDR5NP9,0
21225824,S-RDM3MYTPP2,0
21225473,S-RCBL3A4YH0,0
21225444,S-O4TPQE57OO,0
21225442,S-YNLRRB5RTO,0
21225017,S-OS8A80ANDQ,1
21225016,S-ETETMSR9X7,1
21223603,S-4MP02NEZPC,0
21223567,S-OSYECSSRRT,0
21223565,S-0BRDRD0CR7,0
21223544,S-SECYY5XYOH,0
21223475,S-STETRC2ERD,0
21223468,S-XBL1M5YNCE,0
21223459,S-NNTQERESOC,0
21223441,S-9O0SC1BRMB,0
21223436,S-MT1R8AD4RL,0
21223429,S-RYEODO2TRY,0
21223428,S-YT7MSIMASY,0
21223427,S-RNEBR8BNCO,0
21223418,S-YRETIOTYLE,0
21223410,S-XITEAGONBV,0
21223408,S-SVOEPMR1VO,0
21223405,S-TPOMPLY7TT,0
21223399,S-E1BNXDSSYT,0
21223387,S-MO0I8GTYRY,0
21223367,S-DP1BBRAMDD,0
21223365,S-RCRD8SQRV0,0
21223348,S-BMDR8BSMYO,0
21223342,S-OZTSSO4RP6,0
21223340,S-BTBBRE6LBT,0
21223325,S-5MSSABSPDT,0
21223323,S-PCDEQN2QEM,0
21223306,S-LZZTRRBRCM,0
21223304,S-6TSYRTTNDR,0
21223303,S-XRM0TCRDLR,0
21223301,S-2DL4H6MNT5,0
21223300,S-XBSG4B4PNR,0
21223286,S-2E41EE1TRT,0
21223285,S-E6NBRD3EMS,0
21223281,S-3OSBXOYTYP,0
21223279,S-VEERDR1DCD,0
21223277,S-RMT9SRPD8T,0
21223275,S-NTM1S7CSPB,0
21223253,S-4ST3T6YMT9,0
21223240,S-53B4ATNZ1E,0
21223227,S-TSXPXECM5M,0
21223209,S-D5LG8RRC1V,0
21223191,S-RSRQYMPPYD,0
21223179,S-VMBBR3RPSE,0
21223133,S-VTAPVT0DDR,0
21223104,S-BYSHD5Y14N,0
21223086,S-TPOMMT9ROL,0
21223058,S-DRT5RRRDDT,0
21223043,S-VEYSTNSLNT,0
21223028,S-YE9DACCMB7,0
21223015,S-ONYDQBSBSS,0
21222990,S-PTSGE5IDDS,0
21222961,S-LA8XYOQSP4,0
21222936,S-DRARBGL7T2,0
21222915,S-YNBOTMTPTA,0
21222897,S-CXER1MBINO,0
21222874,S-CSOBO4RLHE,0
21222872,S-OCM68RTDVT,0
21222863,S-4OYYORCRQO,0
21222852,S-ENLR42POA0,0
21222850,S-4ODBRN87PZ,0
21222847,S-OER3AOCEVX,0
21222816,S-ADAALEBORO,0
21222772,S-A55SOYOTGI,0
21222770,S-7DYI4ETYLE,0
21222767,S-BIYENOMDOE,0
21222764,S-MBSYCH37M5,0
21222762,S-B7PESCTRQE,0
21222737,S-XVEMANEEYI,0
21222735,S-5NTR29S4LP,0
21222734,S-DNDOZ4BOXY,0
21222719,S-TD9BYY5EO7,0
21222717,S-RAMI4DZIOB,0
21222716,S-BLCSSS3XRT,0
21222715,S-YAABT4HMSA,0
21222713,S-NYRDMNAECX,0
21222711,S-ZEORRCPR61,0
21222710,S-DI8CNRE5MS,0
21222709,S-SQER7RQB2T,0
21222708,S-O9QREVEERO,0
21222684,S-5VTYARYEZ1,0
21222683,S-OB35OCYRAR,0
21222681,S-8RTEYA4EGT,0
21222680,S-LRTCRB0R6R,0
21222679,S-LZ4OV1SHOY,0
21222678,S-ERQE472OMA,0
21222677,S-7ZBBMZ2T9R,0
21222676,S-ARTTRBOOTA,0
21222675,S-BSONAEYNRT,0
