external_id,unique_id,expiry_days
21757498,S-SS2TCTTTR6,0
21757497,S-2YOTIY7O8S,0
21757494,S-ADO1BDY6NM,0
21757492,S-SDAODPERYA,0
21757485,S-YL7TVGRR3B,0
21757482,S-1ORAAD4LP3,0
21757480,S-HBTD5DRYNG,0
21757467,S-P9IYNS3YSO,0
21757454,S-ZSRAYTBOOR,0
21757451,S-B5B25D9MZT,0
21757445,S-6ADOSPRILO,0
21757442,S-VOR6YDSPPT,0
21757433,S-TERCRBBNN2,0
21757430,S-BSAI95OGYY,0
21757429,S-TXLDTTCY8D,0
21757393,S-EQOESEHGNM,0
21757392,S-R91VNTRLOO,0
21757387,S-TO1LDS49RD,0
21757374,S-AARQR5R4D0,0
21757361,S-3PCP9GPTMD,0
21757351,S-TSP5LEDCLL,0
21757350,S-DDDQHZMPCC,0
21757334,S-M4TMZDP1I8,0
21757316,S-MGPHE95ABP,0
21757315,S-BGYSODR47S,0
21757314,S-BQ3DRTQPSE,0
21757312,S-VDMY5YRARA,0
21757303,S-YSRRTHZEAR,0
21757291,S-TSPROT2EO0,0
21757290,S-TTHXYSLBDS,0
21757289,S-MYYGTSRNMB,0
21757286,S-OLTBNOHDIT,0
21757285,S-ST2TRQPYLC,0
21757284,S-RCSDDLB02S,0
21757265,S-CSRHDL4IRA,0
21757262,S-PB1SMDTMA0,0
21757261,S-YTZAMEDZSR,0
21757250,S-YESC7LL3PT,0
21757249,S-YRBSTONROE,0
21757248,S-NM13T94LBZ,0
21757244,S-D9ISAYRYNS,0
21757243,S-NITNTHOBYE,0
21757242,S-XRMHRALAEE,0
21757240,S-RR4HTYATRG,0
21757209,S-RAHDRYBYYT,0
21757185,S-OI0AAT4ATM,0
21757184,S-1XNDP8HPLC,0
21757182,S-RXA2PMNGXR,1
21757176,S-1RMZQOPTOT,0
21757144,S-ENRALYGYBA,0
21757122,S-AVCREY6VNA,1
21757121,S-EAXEGIN15A,0
21757101,S-DHY4OO0E73,0
21757098,S-NMGT1SNSDP,1
21757096,S-C0OSMIY2AD,0
21757095,S-NARCRN1ICX,0
21757078,S-Z95OHSYLRD,0
21757063,S-7RO9HA2CYT,0
21757060,S-8RBLACORM7,0
21757059,S-NOZYT0SZ3O,1
21757058,S-BTTHYIZ6RR,0
21757057,S-MRRRRCL4C1,2
21757056,S-ZRENROHPBS,1
21757055,S-5AMSOBBAM5,1
21757049,S-AY6QTQQDR0,0
21757027,S-MQOSD9TMCN,0
21756977,S-ONBO8DMRLZ,0
21756976,S-BSYOYOSYST,0
21756964,S-Y3NATVVR51,0
21756959,S-NPONLPGTLA,0
21756958,S-LXHSNOEYYG,0
21756955,S-ZSCM9Y9OBQ,0
21756915,S-SNY43RAX5T,0
21756911,S-O7GY1CZTAN,0
21756897,S-DROOO5DAE2,0
21756896,S-ODYBPLR9RS,0
21756894,S-PLCBBPT1SY,0
21756880,S-BYMEDRLARN,0
21756874,S-RTGEESRHQA,0
21756873,S-EBLSYYDY76,0
21756872,S-RATTYH2EMT,0
21756847,S-5AXRPZSNDO,0
21756846,S-BDESTQP57C,0
21756843,S-MPQSOARR1R,0
21756841,S-R8EBMTV6T5,0
21756837,S-PTEDOET2OY,0
21756836,S-QOA4SRINYA,0
21756834,S-LOCSRLTD3D,0
21756833,S-ECYSRARNXR,0
21756832,S-BRSAML2DV2,0
21756807,S-TZI62B0ESS,0
21756800,S-ZQCNTR2BV9,0
21756741,S-TEXRDRDDCB,0
21756736,S-3MCITBDYAT,0
21756711,S-VNTONMCDDI,0
21756710,S-7YI0NSMPSC,0
21756684,S-TCCRROTODR,0
21756681,S-C5RBBOB83C,0
21756680,S-0NY1HR8ZRL,0
21756679,S-EOLP3ACNPO,0
21756675,S-NNZLRIDBMR,0
21756657,S-PHENDRBLY4,1
21756656,S-ARCMSRLYTA,0
21756655,S-CLN5NP9TNB,0
21756652,S-RSGYDYDDRD,0
21756648,S-Q62BRNT0LS,0
21756647,S-RAT69YCPPA,0
21756626,S-ESO0EDNRE7,0
21756625,S-YTN6S0EILR,0
21756607,S-PN1ARNY3O0,0
21756601,S-7ADD6OPM9M,0
21756587,S-CHS1DRBTMM,0
21756583,S-AZRBRPDSNT,0
21756579,S-OIBEAOMO2N,0
21756557,S-7YMPVRS4ND,0
21756516,S-TNTYRODH87,0
21756510,S-MOYORBYCRY,0
21756506,S-RD39SZTDOR,0
21756504,S-TDSQP2ASYA,0
21756495,S-Y9R5GODPDC,0
21756483,S-A3LNINY8BP,0
21756480,S-EB8QNO0LSR,0
21756478,S-RC9SMSDLTT,0
21756471,S-RSIND5DZON,0
21756454,S-BADLTO2N3M,0
21756442,S-0D3P8DRTRS,0
21756420,S-EYLMPP6H3V,0
21756419,S-2BDB30Z5BE,0
21756416,S-ZMCDPXEBNR,0
21756393,S-B0ERCDRB6T,0
21756391,S-P6ANR7N5A4,0
21756386,S-OPVMSTMVR3,0
21756385,S-4OYESRG50I,0
21756365,S-BTS0CMRRV5,0
21756345,S-R1RNNS08AT,0
21756344,S-QDOA64HCAB,0
21756340,S-MPNRLVZD7T,0
21756304,S-BXOLVGBEDY,0
21756300,S-NZ5OCNB1R1,0
21756298,S-5RYPROHOOQ,0
21756292,S-2DOE2TTPVX,0
21756285,S-SXTRH83LDQ,0
21756281,S-ONQBGNTRHO,0
21756250,S-71RRTXLTDB,0
21756235,S-1MA2ZP4RST,0
21756227,S-DYXB4NC2TO,0
21756222,S-RBSSMY1DYA,0
21756211,S-BRR1BYE8AM,0
21756209,S-YPYCYA9AYL,1
21756206,S-R1OLDNDARA,0
21756205,S-DBTZZTEYNT,0
21756192,S-G5CAT4SPNG,0
21756191,S-SSBR5BE1RR,0
21756088,S-OONI0CZAA6,0
21756079,S-EE62D9C6LR,0
21755843,S-TADRTLTVA1,0
21755815,S-OOR1TORTT3,0
21755537,S-HB7DRNRCS0,0
21755223,S-V9NDRETATO,0
21755152,S-ENNGR3TLDD,0
21755147,S-3MLDYCR2O0,0
21755144,S-HOOPCSNMRY,0
21755134,S-3REPDRQ1RT,0
21755076,S-BYGBAMNBEV,0
21755042,S-H1RIQH720E,0
21754997,S-ORIB4ETBYS,0
21754950,S-RREM59ESSO,0
21754898,S-9YYNPHM7A4,0
21754868,S-ZQYBPOTORC,0
21754836,S-6BHNDBRSAY,0
21754820,S-OBRE2ONETH,0
21754798,S-3NDM1B8RX8,0
21754785,S-ZNYN15VAEO,0
21754776,S-922RYAT5EC,0
21754769,S-REASDR9VNY,0
21754765,S-RRXQBLRDOV,0
21754748,S-RLTMEVMRSC,0
21754745,S-T5ERO0TSBT,0
21754744,S-DE0SMRD2LS,0
21754718,S-MNT9TLB1S3,0
21754717,S-NMTATAYTYO,0
21754715,S-YODD26ENSO,0
21754713,S-AYSLERQRLA,0
21754692,S-XT14TSGPDC,0
21754654,S-PNNYRLNR4O,0
21754638,S-MYMMRSR65R,0
21754603,S-ME90I7SA1D,0
21754585,S-TOGT0TTR9D,0
21754560,S-TH46MBXPHG,0
21754552,S-DRL9DCSLO1,0
21754541,S-OOROTCA3S3,0
21754539,S-TRMCXSRLIR,0
21754518,S-RXRTB57BST,0
21754503,S-PMN7RHXTDE,0
21754493,S-8MERDMTOSE,0
21754467,S-RTSAM9AAX7,0
21754449,S-DSEDSNYGYY,0
21754227,S-XTTPAZDLYE,0
21754220,S-2IINBAVEE4,0
21754206,S-T0TSZ7Z3QS,0
21754198,S-TQNTDARVRE,0
21754189,S-8ZCTDY7ATB,0
21754176,S-DDM8AOLRA7,0
21754149,S-2AOC59THAO,0
21754136,S-EDMEO1YYST,0
21754132,S-SSMVT88ZVE,0
21754114,S-ATETOTRTSB,0
21754107,S-RAYYA5ADDS,0
21754101,S-RPORM9CGDE,1
21754098,S-6DT8DRD6ER,0
21754061,S-MDP1BORRYS,0
21754021,S-IR34C0L1ST,0
21754008,S-RVA1SRRGOL,0
21753997,S-M2VROTLTEL,0
21753959,S-ASROAB9ELC,0
21753938,S-YYAMIRL2P4,0
21753903,S-MYDBSODSDD,0
21753888,S-YAARB7A1YA,0
21753885,S-MXRTGATDOY,0
21753880,S-N29YEG6MDD,1
21753879,S-4GRB1NSB9M,0
21753846,S-DLTGQ3OT4D,0
21753823,S-7R9T06TDM6,0
21753818,S-RP1R377XRS,0
21753817,S-AALPSDTNGM,0
21753804,S-NRYDCYORBI,0
21753802,S-CEAE7RYSPD,10
21753776,S-19YAMPAELR,0
21753762,S-ZYR4L3SYOR,0
21753726,S-11XRMSN65E,0
21753724,S-TATRAMAOYG,0
21753716,S-SRTNBDBLS0,0
21753704,S-MOBRELBRBR,0
21753678,S-3RPEHE7TNN,0
21753676,S-G6NMND5VAX,0
21753671,S-BRNSHANOD8,0
21753622,S-YG53HOESGB,0
21753616,S-XPBOESDLRZ,1
21753570,S-TEDTZB77TZ,0
21753552,S-D5AYY2TLY2,0
21753532,S-HNSSRXMPST,0
21753526,S-NL7SY19C0O,0
21753523,S-O2NATLRSOC,0
21753521,S-TOXDERTYTB,0
21753484,S-51RTZDTYRE,0
21753438,S-TRSNZ0PET7,0
21753436,S-PCESBTCBVX,0
21753408,S-BSYQBDV3SM,0
21753404,S-RBIGRR7M66,0
21753366,S-A0EBM2L1SG,0
21753349,S-HXOVBMTE6A,0
21753346,S-TRM8RRVSLB,0
21753338,S-LBIT6RYDYY,0
21751542,S-SNR1LMMQON,0
21751376,S-7OYYRPBTTL,0
21751352,S-DDLLMSAE6C,0
21751311,S-BLNTMD4NMA,0
21751227,S-YYI58TDRPR,0
21751164,S-LMDR47QDB5,0
21751083,S-O0N0PQ2TB7,0
21751034,S-NLOO7YD3Q4,0
21751005,S-ZRDRLTT8SI,0
21750745,S-X6TDGON2I3,0
21750683,S-N7AAVQ7LRA,0
21750657,S-BTYSRIM4DP,0
21750655,S-TABNT6RP0A,0
21750635,S-EDZ3RR8NTR,0
21750623,S-5MEYA7NCYR,0
21750614,S-P9AV5R4ERR,0
21750608,S-THRDLARR9A,0
21750549,S-DXDSZXDSBA,0
21750541,S-A7DRL1PTAB,0
21750515,S-RCRYNLRT5B,0
21750514,S-ESPYTTRRME,0
21750505,S-VYTGRTVHT1,0
21750466,S-TY9TRPYMOP,0
21750460,S-T5S1MMAAO7,0
21750459,S-VSTRMMSC6R,0
21750441,S-DRVRZCXPSX,0
21750440,S-RL7ORYHLSI,0
21750439,S-NTOR7BRGRY,0
21750422,S-ORDZAMAXML,0
21750420,S-SBOXTRRRXY,0
21750412,S-SDLNSLDBRM,0
21750403,S-SMXOYPOEZ9,0
21750402,S-PY26AVTAVD,0
21750381,S-RN1RM14AGS,0
21750356,S-7SYMTNODOI,0
21750342,S-LQN4AQS6NN,0
21750334,S-ES1CIOS9YX,0
21750316,S-1XO1N5GHNS,0
21750314,S-EBBENYAD13,0
21750278,S-BBS9DMRSDL,0
21750236,S-NQOOY2RYYR,0
21750227,S-PEMVB6L2CR,0
21750225,S-REDRE2RRNZ,0
21750191,S-AXN4LN3TQE,0
21750163,S-BYSYTAO4TT,0
21750126,S-OHZ5TRN10C,0
21750125,S-YYR6MMXNN1,0
21750124,S-DD6RTYMSB4,0
21750107,S-6RYY1Y6RS2,0
21750106,S-Z5TCR3SCNA,0
21750075,S-RVMBA6EMHT,0
21750066,S-7BVRRRYV1P,0
21750054,S-O6SA6TTAHI,0
21750024,S-DESETHMPTD,0
21750005,S-6SDO92ATYR,0
21749981,S-DODMOTROTS,0
21749977,S-2YT1A8SNN2,0
21749976,S-ORDDZT1DAE,0
21749974,S-X8LYAR89Z7,0
21749917,S-C7SS9TNPR6,0
21749902,S-DQOMT0AOBD,0
21749887,S-85YSTTESGZ,0
21749883,S-8ALXOYM90S,0
21749856,S-LTOOCLDDAC,0
21749838,S-SYRRDSRTY4,0
21749837,S-OCSN75T5BR,0
21749821,S-BRN8GYMAV2,0
21749811,S-2QZXI0ACPT,0
21749809,S-SAGRC7DCZS,0
21749794,S-OO87BDG1EP,0
21749777,S-AMNR6XTER0,0
21749746,S-LCQNORDTRY,0
21749730,S-DEDYTRRMBR,0
21749701,S-OSBBRNTSM6,0
21749659,S-EZ75D7MEBA,0
21749629,S-NNRTYAHTYT,0
21749595,S-RAOR0A0DBT,0
21749570,S-SL6AOT9DZY,0
21749562,S-EDGAC1TYDR,0
21749538,S-ESSTYB9PMO,0
21749505,S-STDRDDOYDS,0
21749503,S-7Y1CDRLLEA,0
21749385,S-RB4LTIR0OC,0
21749381,S-BEAON5TYA6,0
21749351,S-RYSZRT1RAN,0
21749334,S-EPBSACLIND,0
21749329,S-YNXOXOMATR,0
21749313,S-P1X4OB9RTG,0
21749297,S-64RTTDSNYB,0
21749286,S-TENMIROPPN,0
21749270,S-TNHESRMO7Z,0
21749256,S-M8QPNR1DAO,0
21749250,S-AOBY0O4SNO,0
21749231,S-RDDT5RVRTG,0
21749223,S-SRNRISVBHY,0
21749192,S-R8OHAYDRST,0
21749178,S-NNRNZ12RGB,0
21749175,S-P4LN6QCRLR,0
21749154,S-2ASR6MRNDO,0
21749140,S-OELATMSBIT,0
21749124,S-HIERNOEVRB,0
21749104,S-CVPT5TRODC,0
21749101,S-YN5NDRQRST,0
21749097,S-CDYYTSARY3,0
21749086,S-7TM43AXLBD,0
21749081,S-OYMYTRQO5S,0
21749062,S-EMO2ERDPXD,0
21748409,S-DIYOLDDH6Y,0
21748334,S-DDRRDCSGNR,0
21748289,S-ATNIDB2N09,0
21748184,S-YBBMM4AC1R,0
21748135,S-MH6BYZRA2M,0
21748094,S-CYTVYYT2GR,0
21748045,S-ONGTSMLT6T,0
21748015,S-YY6YT3NBMS,0
21747999,S-PYY2DROR7R,0
21747978,S-MYAGXR3Y3T,0
21747938,S-GMASLEP0YY,0
21747923,S-OY6RDYYMRC,0
21747893,S-CEDMO3NABM,0
21747876,S-R99PPTTMRN,0
21747869,S-B98RDDRTEM,0
21747791,S-LODETRRCTX,0
21747789,S-SRSYEROH44,0
21747776,S-XCD9LNODYZ,0
21747768,S-CIETPRREXR,0
21747593,S-BMRYOPM3DE,0
21747569,S-TOXYDPY69Y,0
21747529,S-CPRYTMNETM,0
21747515,S-T5ITRTYDM6,0
21747513,S-YB6TMOTXR7,0
21747493,S-TMRNN9EOSB,0
21747441,S-XM9VQBDDRM,0
21747423,S-9DRAGCNIRS,0
21747390,S-A4P4H1MNSC,0
21747342,S-2BC8ERLTBG,0
21747326,S-YHSYIRSEA1,0
21747310,S-S0S0BT5RBM,0
21747293,S-BRMM3AIRRY,0
21747275,S-NN3R0LCYLB,0
21747258,S-99OT5DC9NG,0
21747241,S-YNSNADH6BN,0
21747212,S-R8ZMMT8RBG,0
21747202,S-BYDSGAQ2AD,0
21747175,S-0BR62YNSB2,0
21747153,S-NDHNEROHRM,0
21746931,S-RILM52NRLT,0
21746891,S-RDNBRD47PR,0
21746854,S-CARD3YYSEB,0
21746811,S-ALTNRSB3LO,0
21746764,S-T88B4TR7T9,0
21746705,S-3CESTDYDCT,0
21746654,S-RAARNPYO2M,0
21746608,S-HTYAVBYENR,0
21746489,S-RORRBSBAMA,0
21746477,S-ROCRCDA4PR,0
21746476,S-OODRMYD5TE,0
21746475,S-O2HP3ATD4B,0
21746461,S-5LTTMMD4SY,0
21746449,S-DN2MSAT8DH,0
21746433,S-EEBNY4TYSB,0
21746431,S-YDHTT3AGNT,0
21746413,S-TCYD6N0Y8B,0
21746409,S-PSEODY0RO5,0
21746408,S-XSG8HOHDLL,0
21746404,S-QLOV7RRML5,0
21746403,S-AE8RQ8AIN0,0
21746402,S-2SRLQ1MREA,0
21746386,S-9BSTMYEYSP,0
21746385,S-Y0EYN7RMV0,0
21746384,S-DEM4EHB3TO,0
21746382,S-OTTLDL4ETG,0
21746381,S-LMGZADTBC6,0
21746369,S-ANRTCL4NRZ,0
21746364,S-YYOSYRDBEI,0
21746336,S-RLYMY5IANO,0
21746332,S-9VCQB14L4Y,0
21746331,S-YNAT5HD0RC,0
21745871,S-SR3MDTG0QN,0
21745862,S-RT8RLXE5BN,0
21745824,S-24LRTEIAYY,0
22014024,S-7RYV7ROSSR,0
22014026,S-HYROTYOYPO,0
22014069,S-TLL4YL8TBR,0
22014052,S-M9GMACE0GM,0
22014027,S-OSYSTRVRNS,0
22014028,S-PB5ER04CDC,0
22014034,S-SXIBTCR6R8,0
21744692,S-1R9BME2TRN,0
21744352,S-SAP1HTDPD0,0
21744602,S-NQSDS1YNPY,0
21744597,S-P9YRDYOTYL,0
21744596,S-EYTRBT3NOB,0
21744521,S-MEPNA8ON0Y,0
21744484,S-MLT6ML7Y4Y,0
21744476,S-NYVSILIQYV,0
21744071,S-NM55TQPNR5,0
21744463,S-RSNCVRNLOE,0
21744429,S-LTVODDRRYZ,0
21744042,S-ATNAB794N6,0
21744399,S-BDBRTSVAR1,0
21744368,S-QDEPNBRRNM,0
21744282,S-YRNPSARO3N,0
21744025,S-PMYBOCDCVP,0
21744265,S-6RRTO0NBER,0
21744018,S-ATSS1DT2RS,0
21744240,S-IEODONSBRS,0
21743978,S-51S7O0MMDD,0
21744226,S-CSPAM69IBE,0
21743975,S-4TMNYPY7TB,0
21744190,S-QSTRTQPRGM,0
21744115,S-TG33NBTRE6,0
21743853,S-NRRDTRYRYR,0
21743858,S-BHAQ1MSRDT,0
21743806,S-1XTR8ASRZO,0
21743786,S-SSOSAB8N8E,0
21743768,S-OEE6SMBDAY,0
21743703,S-Q0DAMCBPNR,0
21743626,S-E9PC2AOAOM,0
21743601,S-CPEDYEARTB,0
21743529,S-CODTPARABY,0
21743525,S-BVPRABYTSR,0
21743494,S-RP5ATY0RNS,0
21743452,S-ABTTRTRMYR,0
21743462,S-TTZPONCNTS,0
21743431,S-5EDDORMRR0,0
21743404,S-EYE87CYMHR,0
21743397,S-LMROX6Z0RA,0
21743378,S-YL92D1MNYR,0
21743375,S-9DBTZT7BMA,0
21743360,S-59LO0NDEDR,0
21743253,S-MXGGR4DL1Z,0
21743169,S-EAPRNDTR3B,0
21743241,S-LSNDROLYQS,0
21743067,S-RSM763ROOB,0
21743034,S-YYQ49YG1RS,0
21742910,S-01ROYRETLE,0
21742908,S-TXMITRO5OL,0
21742887,S-YPENRT8OSY,0
21742875,S-11EOL9BMOT,0
21742860,S-R4PRHRR2YI,0
21742839,S-Y7OT2YINRL,0
21742837,S-PEPSXXXE1C,0
21742807,S-ERSRTLTP1I,0
21742762,S-BDSDA3RTDE,0
21742553,S-4SHDDBSTET,0
21742524,S-98TBB5MOLI,1
21742418,S-DMOQSQ7RQO,1
21742412,S-0SES83STZT,1
21741681,S-R99Y24YSPS,0
21741527,S-B0AGAMTCAN,0
21741419,S-8ASAPDDYIO,0
21741336,S-V0BZQBBMPB,0
21741329,S-RGM2ORSNHT,0
21741331,S-MSAE7TYARR,0
21741258,S-RRYDELRRMD,0
21741159,S-RRTRD7GXSA,0
21741031,S-ROTRSTSCRS,0
21741033,S-NCIRMRRRBR,0
21740910,S-ED1E5NGNB7,1
21740902,S-RISSDDSPOP,0
21740903,S-CEMTBANZNM,0
21740930,S-TS98QT4AVL,0
21740929,S-OEGYRS4RQ9,0
21740924,S-RIYAZBRXM6,0
21740891,S-G39ESMAGHR,0
21740642,S-NRTPNORVI5,0
21740502,S-ZLYTB2RBTP,1
21740461,S-YT8AC0TRQM,0
21740297,S-C1SSRCBTBT,0
21740325,S-PE0DSYYSB7,0
21913861,S-RRI1SYV1CM,0
21913880,S-L7QOD6ORYP,0
21913834,S-DTA9R7YOPI,0
21913850,S-S7NEOOSECM,0
21739597,S-R0SMVM0V61,0
21740597,S-STADRCQNTB,0
22053534,S-AVALAD3OSE,0
21740809,S-TOYBATSATT,0
21740644,S-STQPYN7RCD,0
22054697,S-YTRNRYNDA5,0
21740553,S-G28GVTYT29,0
22053580,S-RYDGPETT0I,0
21740454,S-ROLE7TNDCE,0
21740452,S-QPATDMTIBH,0
21740451,S-DHSOLNMNRY,0
22053641,S-YAOE0LRDO5,1
21740687,S-AYOTSQ0OQB,0
21740449,S-R9G4TQ9HBN,0
21740447,S-MZRBQLCPOT,0
21740445,S-MCBTMHLO7C,0
21740444,S-A0RO1EGNZB,0
21740666,S-BLP8MTZNRO,0
22054066,S-NRD52PGERD,0
22052612,S-MDNSOQSLST,0
21740442,S-SRSTTVSORD,0
21740441,S-A7E0ALEYDY,0
21740667,S-TLPNBEQRAZ,0
21740455,S-D0T701CTDR,0
22054120,S-AVSSYYA57Q,0
21740574,S-L0RBYDLRTL,0
22054096,S-TSSCNSR4SY,0
21740458,S-GIARBORN3N,0
21740460,S-XNOYNM7ERN,0
22053828,S-5LEYIT2AEG,0
21740599,S-HQRDLLBATE,0
22053990,S-6EIRMSG1S7,0
21740464,S-P8RTDXEBRB,0
21740466,S-TPDCE22TSP,0
21740468,S-OI2DNYISR6,0
21740469,S-TYLCQB8RYT,0
21740471,S-ZLGYRRRDYB,0
21740493,S-DED8S6O8BT,0
21740482,S-ROSYSVLXIT,0
21739596,S-TPNYRZSROA,0
21740508,S-OOTCYYGRNR,0
21740510,S-AIIB0TBONY,0
21740513,S-LXYR3LES2D,0
21740540,S-3NNOSTNR9A,0
21740539,S-AHSRDTO9RT,0
21740526,S-BNTD3RT4B7,0
21740541,S-LRDIAB1TGA,0
21740622,S-TS66ND8S2A,0
22051346,S-OBSXZSYPDI,0
22053610,S-POADGS118P,0
22053624,S-TM7M7YL5OO,0
22053847,S-SAVOA5PNE4,0
21740545,S-QGPETASO4L,0
22058014,S-ATMLAD3RRM,0
21740547,S-B6NQGABRI0,0
22051284,S-BTDAYSYMES,0
21740549,S-VTZPATDORD,0
21740758,S-Z6P30OXNAY,0
21740600,S-O4MR50DES8,0
22052625,S-GTSSREBNBS,0
21740552,S-4TOBDPR8EA,0
22052597,S-L2NM7BPTLD,0
21740646,S-POOR2A405B,0
21740683,S-LMGQ13CB2Y,1
21739564,S-QR8ARB7N1R,0
21739563,S-P2NRPCYOTY,0
21739537,S-TMCPYD14BL,0
21739536,S-HRROY0VRBT,0
21739534,S-YBBOXY8R4B,0
21739533,S-ESCRMNZRTY,0
21739518,S-MTROTT5CO7,0
21739493,S-NMXOT3MDB5,0
21739480,S-OVRDD94XAI,0
21739477,S-BBRDSDT3YT,0
21739476,S-40TR9RT2CG,0
21739456,S-RLS19LOT8A,0
21739429,S-S3RPRRPQCT,0
21739416,S-8IC6DERDOB,0
21739401,S-SYROB4EH1S,0
21739387,S-MEYOR3ARVR,0
21739385,S-DCNT1EDOG0,0
21739369,S-YYTLMMCDDS,0
21739356,S-ECPTMC5SLS,0
21739321,S-N42EOSSSDY,0
21739308,S-IHCDRBSSPB,0
21739282,S-OOTGTE5YYT,0
21739280,S-REYSVHYEEO,0
21739278,S-IP1TV6NNRM,0
21739266,S-NAPYRS0RSR,0
21739242,S-49THLRBMYT,0
21739240,S-3YDCE828T2,0
21739237,S-2RYE75GBBB,0
21739232,S-1MRORTD7BY,0
21739220,S-BCCPOHD5NR,0
21739194,S-LVHYRTB5ED,0
21739193,S-LS9ORTDCPR,0
21739192,S-S648TITO5B,0
21739169,S-YA96Y81RH7,0
21739166,S-M7MOXOY3XR,0
21739164,S-L8EDMEROVA,0
21739159,S-IONBTPB2SS,0
21739154,S-G14NSSMEM3,0
21739146,S-1ZDT60TEL7,0
21739131,S-RD4NDDSSO1,0
21739117,S-HSQ4PPINNR,0
21739104,S-RRSOXERSOM,0
21739064,S-8YDO4YQAXM,0
21739039,S-2NDLNG6CTA,0
21739018,S-BHSRRGSGRH,0
21739004,S-YG8TONR7RO,0
21738990,S-RVETMRO6RR,0
21738986,S-HTZSGMGTZD,0
21738970,S-TS3BBMP7TP,0
21738967,S-XRVYAHYPD2,0
21738962,S-BOCABEYDMH,0
21733498,S-RARYCSTCTA,0
21733450,S-BB1IMM2NLD,0
21733420,S-TM5ZC4SRES,0
21733354,S-MODDGZV20D,0
21731898,S-ARETETMRYA,0
21731798,S-0MNE9S6EDX,0
21731534,S-TRYYNNC7MA,0
21731515,S-TSECCOCDXD,0
21731495,S-6DM6R8IADV,0
21731480,S-DRRBTQEEED,0
21731479,S-MZERMSSNSR,0
21731478,S-CTONSHE4EA,0
21731477,S-HRGPE7T8RV,0
21731475,S-BR5BBRP5AP,0
21731472,S-MITATLLVR9,0
21731469,S-THDG4ZMRGR,0
21731453,S-ATAOBSEL5R,0
21731451,S-DPYIY7CMBQ,0
21731402,S-RRMDRY9LRT,0
21731363,S-DRLRDDMDYZ,0
21731362,S-3R4YOEODYB,0
21731361,S-81MBPYHMY1,0
21731348,S-TR8D9SRX8D,0
21731333,S-LOR1T3CNRX,0
21731322,S-DORQGOLSME,0
21731314,S-2YGBY7YOOR,0
21731313,S-SGQRNP7HSS,0
21731296,S-C63G39RBSX,0
21731233,S-SOMSRLPSBY,0
21731210,S-OPNTYOYER5,0
21731154,S-YDO0ZOMEO4,0
21731148,S-METMROSDTB,0
21731146,S-XS5VYEOHRT,0
21731144,S-BVYOROPR2L,0
21731141,S-RYARSLESCT,0
21731132,S-N1RMARHSIV,0
21731112,S-TAMSRRRRHR,0
21731110,S-0RBOBRMXME,0
21731086,S-YRR5OYSD4N,0
21731081,S-TEMNBYPBAC,0
21731075,S-LDE20A105B,0
21731025,S-MTYSP8CG8P,0
21731022,S-EV0MDQORMA,0
21731008,S-NYOR65BE6S,0
21730995,S-MY2LRTTNLD,0
21730918,S-OB0T6RYODL,0
21730914,S-TRTYYSPZRD,0
21730904,S-OTODYORBIE,0
21730894,S-YLRRSBAA8Y,0
21730893,S-D2RT2DOGGD,0
21730884,S-6TO4RTA7VQ,0
21730875,S-TAYROMD31M,0
21730860,S-OBMQE7HRSP,0
21730850,S-MRSS0N3SDB,0
21730779,S-RN3BTRVRIB,0
21730726,S-TTP0DYDDMM,0
21730711,S-RRO0RR1HQ0,1
21730422,S-RYPCDDNYRS,1
21730026,S-TDNR4DGSH0,0
21730004,S-LETBYHL8SX,0
21729967,S-DBN0TDEZDD,0
21729951,S-1RPOSRE1OS,0
21729927,S-EOCTRBLYPD,0
21729899,S-AYMRARPXXM,0
21729868,S-ARLMNIOLOT,0
21729857,S-EMM7RORRRR,0
21729855,S-VYRQ8YTTZI,0
21729840,S-MDTY3DMCOY,0
21729829,S-HMDDDTSOPM,0
21729814,S-G97TPD4TR5,0
21729764,S-4HRAESMTDY,0
21729727,S-M4RROC7CMD,0
21729724,S-B9OOT3MLDN,0
21731077,S-ZLSRXDM1RO,0
21731070,S-RTZYS3H8YP,0
21731083,S-CYNMTBDOAM,0
21731063,S-NNS2VDS9TS,0
21731049,S-PLTXEIMR2O,0
21731007,S-APY9LON2E4,0
21729687,S-GL7TYIMRNA,0
21730984,S-R8A5YL30VT,0
21730971,S-QT6TTDRMTS,0
21730949,S-PHROMRE0YN,0
21729682,S-VRPM2ROEA5,0
21730917,S-EHS47RSPRR,0
21729676,S-0TRGSR6RRD,1
21730903,S-6SYSRPMD9O,0
21730901,S-1DDEIDSROG,0
21730902,S-RNDRRSQYA1,0
21729674,S-XD84ATY5YT,0
21730892,S-SR2ED645NT,0
21730879,S-LSYBRZHY0Y,0
21730877,S-T76O17MEM1,0
21729648,S-ROCSTZATAS,0
21960291,S-RSQR7TIBSS,0
21960293,S-RENCMX90G0,0
21730852,S-MAA8OSSSY5,0
21730725,S-OGTRANAHDD,0
21729632,S-RES7PTMQCR,0
21730719,S-R3PINR5DMA,1
21730720,S-YDREM3ZRTB,0
21730707,S-TNHVIRXESR,0
21739149,S-8ALLOSYMRA,0
21729625,S-MRS1N4RSMS,1
21729600,S-423CR0XOE4,0
21729760,S-RYNT33B0RR,30
21730698,S-RR96SDTEEB,30
21729533,S-COHYAAEARD,0
21729529,S-M5IRC21BTE,0
21729485,S-6LBD1GRDA9,0
